1;Название статьи;;;Индустриальная политика: Сотрудничество России и Белоруссии.;;;;;;;;;;
9;Название статьи;Роль Совета министров Северных стран в развитии Арктики;;;;;;;;;;;;
;Автор;Гжеля;;Тематика;Политика;;;;;;;;;
;Ковтун;0.000496036;8;p://www.hse.ru/org/persons/140380;право;0.001605256;8;;;;;;;
;Романова;0.000433787;5;p://www.hse.ru/org/persons/34959567;экономика;0.001181796;7;;;;;;;
;Панченко;0.000428456;5;p://www.hse.ru/org/persons/201866;развитие;0.000774652;7;;;;;;;
;Вайсблат;0.000414613;7;p://www.hse.ru/org/persons/201761;рынок;0.000759601;3;;;;;;;
;Миркин;0.000320583;1;p://www.hse.ru/org/persons/3954058;управление;0.000675045;7;;;;;;;
;Гапонова;0.000303298;7;p://www.hse.ru/org/persons/24955025;риск-менеджмент;0.000516283;1;;;;;;;
;Макарейко;0.000293696;7;p://www.hse.ru/org/persons/437342;пособие;0.000417166;1;;;;;;;
;Захаров;0.000293024;7;p://www.hse.ru/org/persons/445221;конференция;0.000408375;4;;;;;;;
;Сибирцева;0.000232414;3;p://www.hse.ru/org/persons/201585;образование;0.00036566;4;;;;;;;
;Михеева;0.000230138;9;p://www.hse.ru/org/persons/201844;бизнес-процесс;0.000350484;1;;;;;;;
;;;;;;;;;;;;;;
10;Название статьи;Развитие мотивации профессионального самоопределения студентов вуза;;;;;;;;;;;;
;Автор;Колесник. Орлова;;Тематика;Психология;;;;;;;;;
;Вайсблат;0.000502571;7;p://www.hse.ru/org/persons/201761;право;0.001593408;3;;;;;;;
;Ковтун;0.000486731;3;p://www.hse.ru/org/persons/140380;экономика;0.001040648;6;;;;;;;
;Романова;0.000432442;3;p://www.hse.ru/org/persons/34959567;развитие;0.000850004;7;;;;;;;
;Панченко;0.000414748;3;p://www.hse.ru/org/persons/201866;рынок;0.000744921;5;;;;;;;
;Захаров;0.000373316;7;p://www.hse.ru/org/persons/445221;управление;0.00063342;6;;;;;;;
;Баранова;0.000320074;3;p://www.hse.ru/org/persons/436953;персонал;0.000428339;3;;;;;;;
;Макарейко;0.000276699;3;p://www.hse.ru/org/persons/437342;политика;0.000424303;1;;;;;;;
;Гапонова;0.000275456;7;p://www.hse.ru/org/persons/24955025;текст;0.000388661;1;;;;;;;
;Чилипенок;0.000234793;9;p://www.hse.ru/org/persons/12719227;образ;0.00035756;1;;;;;;;
;Лошкарева;0.000227798;3;p://www.hse.ru/org/persons/201832;риск-менеджмент;0.000339893;1;;;;;;;
;;;;;;;;;;;;;;
11;Название статьи;Возникновение новых экономических терминов в английском языке в условиях мирового финансового кризиса;;;;;;;;;;;;
;Автор;Полунина;;Тематика;Лингвистика;;;;;;;;;
;Городнова;0.000697235;8;p://www.hse.ru/org/persons/6863353;язык;0.00097955;10;;;;;;;
;Романова;0.000458979;9;p://www.hse.ru/org/persons/34959567;экономика;0.000883808;3;;;;;;;
;Козырев;0.00043774;1;p://www.hse.ru/org/persons/391896;конференция;0.000869365;3;;;;;;;
;Галкина;0.000435842;1;p://www.hse.ru/org/persons/11119245;оценка;0.000755662;1;;;;;;;
;Панченко;0.000401991;7;p://www.hse.ru/org/persons/201866;право;0.000705656;1;;;;;;;
;Вайсблат;0.000380463;5;p://www.hse.ru/org/persons/201761;развитие;0.000392151;6;;;;;;;
;Макарова;0.000305325;5;p://www.hse.ru/org/persons/201921;рынок;0.000390324;3;;;;;;;
;Макарейко;0.000250822;5;p://www.hse.ru/org/persons/437342;управление;0.00034906;1;;;;;;;
;Ковтун;0.000248185;3;p://www.hse.ru/org/persons/140380;производство;0.000310965;1;;;;;;;
;Свиридова;0.00024273;7;p://www.hse.ru/org/persons/201758;промышленность;0.00028368;1;;;;;;;
;;;;;;;;;;;;;;
12;Название статьи;?Арабская весна? и глобальная международная система;;;;;;;;;;;;
;Автор;Наумкин;;Тематика;Политика;;;;;;;;;
;Романова;0.000477803;2;p://www.hse.ru/org/persons/34959567;право;0.001416284;10;;;;;;;
;Панченко;0.000476453;2;p://www.hse.ru/org/persons/201866;экономика;0.001409068;3;;;;;;;
;Вайсблат;0.000412515;4;p://www.hse.ru/org/persons/201761;рынок;0.000682841;5;;;;;;;
;Ковтун;0.000382662;10;p://www.hse.ru/org/persons/140380;развитие;0.000670382;2;;;;;;;
;Макарейко;0.000306301;10;p://www.hse.ru/org/persons/437342;риск-менеджмент;0.000511991;1;;;;;;;
;Захаров;0.000280763;2;p://www.hse.ru/org/persons/445221;пособие;0.000413699;1;;;;;;;
;Сибирцева;0.00027504;2;p://www.hse.ru/org/persons/201585;образование;0.000413114;4;;;;;;;
;Лапидус;0.000270107;5;p://www.hse.ru/org/persons/201704;перевод;0.000392989;1;;;;;;;
;Михеева;0.000259814;2;p://www.hse.ru/org/persons/201844;литература;0.000381601;1;;;;;;;
;Цветкова;0.000244486;6;p://www.hse.ru/org/persons/35038112;управление;0.000379999;5;;;;;;;
;;;;;;;;;;;;;;
13;Название статьи;Точные асимптотики винеровских интегралов типа Лапласа для Lp-функционалов;;;;;;;;;;;;
;Автор;Фаталов;;Тематика;Математика;;;;;;;;;
;Романова;0.000484605;1;p://www.hse.ru/org/persons/34959567;право;0.001260639;2;;;;;;;
;Вайсблат;0.000479923;3;p://www.hse.ru/org/persons/201761;экономика;0.001041656;2;;;;;;;
;Панченко;0.000460961;4;p://www.hse.ru/org/persons/201866;развитие;0.000554345;4;;;;;;;
;Ковтун;0.00033632;1;p://www.hse.ru/org/persons/140380;рынок;0.000542245;2;;;;;;;
;Лапидус;0.000328939;3;p://www.hse.ru/org/persons/201704;язык;0.000453209;2;;;;;;;
;Макарейко;0.000323797;1;p://www.hse.ru/org/persons/437342;перевод;0.000429523;2;;;;;;;
;Городнова;0.00030454;1;p://www.hse.ru/org/persons/6863353;конференция;0.000422393;4;;;;;;;
;Сибирцева;0.000267887;1;p://www.hse.ru/org/persons/201585;риск-менеджмент;0.000366051;2;;;;;;;
;Пелиновский;0.000263618;10;p://www.hse.ru/org/persons/25372803;литература;0.000353588;2;;;;;;;
;Михеева;0.000249196;3;p://www.hse.ru/org/persons/201844;управление;0.00035247;2;;;;;;;
;;;;;;;;;;;;;;
14;Название статьи;Локальная конечная базируемость и локальная представимость многообразий ассоциативных колец;;;;;;;;;;;;
;Автор;Белов;;Тематика;Математика;;;;;;;;;
;Ковтун;0.000476977;1;p://www.hse.ru/org/persons/140380;экономика;0.001185795;2;;;;;;;
;Романова;0.000440071;1;p://www.hse.ru/org/persons/34959567;право;0.001180561;2;;;;;;;
;Панченко;0.000413235;4;p://www.hse.ru/org/persons/201866;рынок;0.000651543;2;;;;;;;
;Вайсблат;0.000405118;2;p://www.hse.ru/org/persons/201761;развитие;0.000610936;4;;;;;;;
;Лапидус;0.000328989;2;p://www.hse.ru/org/persons/201704;риск-менеджмент;0.000541439;2;;;;;;;
;Гапонова;0.000269661;2;p://www.hse.ru/org/persons/24955025;образование;0.000472421;4;;;;;;;
;Сироткина;0.000265674;1;p://www.hse.ru/org/persons/201725;пособие;0.000437493;2;;;;;;;
;Захаров;0.000257118;1;p://www.hse.ru/org/persons/445221;язык;0.000398041;2;;;;;;;
;Пелиновский;0.00022878;10;p://www.hse.ru/org/persons/25372803;текст;0.000306834;2;;;;;;;
;Макарейко;0.00020801;2;p://www.hse.ru/org/persons/437342;образ;0.00028228;2;;;;;;;
;;;;;;;;;;;;;;
15;Название статьи; О стандартной гипотезе типа Лефшеца для комплексных проективных трехмерных многообразий;;;;;;;;;;;;
;Автор;Танкеев;;Тематика;Математика;;;;;;;;;
;Вайсблат;0.000650505;2;p://www.hse.ru/org/persons/201761;экономика;0.001386871;2;;;;;;;
;Ковтун;0.000481926;1;p://www.hse.ru/org/persons/140380;право;0.00103805;2;;;;;;;
;Романова;0.000368654;1;p://www.hse.ru/org/persons/34959567;производство;0.000690336;2;;;;;;;
;Панченко;0.000362339;4;p://www.hse.ru/org/persons/201866;промышленность;0.000629764;2;;;;;;;
;Голованова;0.000336395;1;p://www.hse.ru/org/persons/189995;рынок;0.000576779;2;;;;;;;
;Гапонова;0.00031166;1;p://www.hse.ru/org/persons/24955025;специализация;0.000571961;4;;;;;;;
;Захаров;0.000282817;1;p://www.hse.ru/org/persons/445221;развитие;0.000553335;4;;;;;;;
;Чистякова;0.000259056;10;p://www.hse.ru/org/persons/39055361;семья;0.000497818;2;;;;;;;
;Лапидус;0.000258195;3;p://www.hse.ru/org/persons/201704;текст;0.000497112;2;;;;;;;
;Зусман;0.000240095;1;p://www.hse.ru/org/persons/26487692;образ;0.000457332;2;;;;;;;
;;;;;;;;;;;;;;
16;Название статьи;О линейной независимости значений некоторых q-рядов;;;;;;;;;;;;
;Автор;;;Тематика;Математика;;;;;;;;;
;Панченко;0.000659922;3;p://www.hse.ru/org/persons/201866;право;0.002127636;2;;;;;;;
;Романова;0.000620804;1;p://www.hse.ru/org/persons/34959567;экономика;0.000819577;2;;;;;;;
;Макарейко;0.000489148;1;p://www.hse.ru/org/persons/437342;литература;0.000667942;2;;;;;;;
;Ковтун;0.000484635;1;p://www.hse.ru/org/persons/140380;перевод;0.000622839;2;;;;;;;
;Сибирцева;0.000433425;1;p://www.hse.ru/org/persons/201585;свобода;0.000592413;2;;;;;;;
;Вайсблат;0.000387313;2;p://www.hse.ru/org/persons/201761;текст;0.00055387;2;;;;;;;
;Михеева;0.000352051;2;p://www.hse.ru/org/persons/201844;модальность;0.000520556;2;;;;;;;
;Жужома;0.000307754;1;p://www.hse.ru/org/persons/46579220;образ;0.000509548;2;;;;;;;
;Тенилова;0.000293794;2;p://www.hse.ru/org/persons/13426671;рынок;0.000494263;2;;;;;;;
;Цветкова;0.000289401;1;p://www.hse.ru/org/persons/35038112;развитие;0.000485531;4;;;;;;;
;;;;;;;;;;;;;;
17;Название статьи;Вещественные четырехмерные биквадрики;;;;;;;;;;;;
;Автор;Краснов;;Тематика;Математика;;;;;;;;;
;Захаров;0.000580477;1;p://www.hse.ru/org/persons/445221;право;0.001395836;2;;;;;;;
;Городнова;0.000510939;1;p://www.hse.ru/org/persons/6863353;экономика;0.00098158;2;;;;;;;
;Цветкова;0.000391989;1;p://www.hse.ru/org/persons/35038112;управление;0.000606093;2;;;;;;;
;Панченко;0.000339898;1;p://www.hse.ru/org/persons/201866;текст;0.000468066;2;;;;;;;
;Лошкарева;0.000319976;1;p://www.hse.ru/org/persons/201832;рынок;0.000446251;2;;;;;;;
;Радина;0.000310796;1;p://www.hse.ru/org/persons/62303992;развитие;0.000435004;2;;;;;;;
;Россохин;0.000289995;1;p://www.hse.ru/org/persons/201940;образ;0.000430611;2;;;;;;;
;Чистяков;0.000288579;10;p://www.hse.ru/org/persons/190061;производство;0.00042008;2;;;;;;;
;Ковтун;0.000277971;1;p://www.hse.ru/org/persons/140380;безопасность;0.000397716;2;;;;;;;
;Седельникова;0.000276533;1;p://www.hse.ru/org/persons/201778;промышленность;0.000383221;2;;;;;;;
;;;;;;;;;;;;;;
18;Название статьи;Функциональные модели несамосопряженных операторов. сильно непрерывные полугруппы и матричные веса Макенхаупта;;;;;;;;;;;;
;Автор;Губреев. Латушкин;;Тематика;Математика;;;;;;;;;
;Романова;0.000552856;1;p://www.hse.ru/org/persons/34959567;право;0.001552264;2;;;;;;;
;Ковтун;0.000480244;1;p://www.hse.ru/org/persons/140380;экономика;0.001034429;2;;;;;;;
;Панченко;0.000478382;4;p://www.hse.ru/org/persons/201866;рынок;0.000628425;2;;;;;;;
;Вайсблат;0.00045414;2;p://www.hse.ru/org/persons/201761;развитие;0.000626438;2;;;;;;;
;Макарейко;0.000331418;2;p://www.hse.ru/org/persons/437342;текст;0.000544955;2;;;;;;;
;Сибирцева;0.000278661;1;p://www.hse.ru/org/persons/201585;образ;0.000501346;2;;;;;;;
;Лапидус;0.000267858;2;p://www.hse.ru/org/persons/201704;безопасность;0.000463048;2;;;;;;;
;Захаров;0.000263718;1;p://www.hse.ru/org/persons/445221;риск-менеджмент;0.000453727;2;;;;;;;
;Михеева;0.000253477;1;p://www.hse.ru/org/persons/201844;перевод;0.000437899;2;;;;;;;
;Пелиновский;0.00024402;10;p://www.hse.ru/org/persons/25372803;психология;0.000429441;2;;;;;;;
;;;;;;;;;;;;;;
19;Название статьи;Нормальные автоморфизмы свободных бернсайдовых групп;;;;;;;;;;;;
;Автор;Атабекян;;Тематика;Математика;;;;;;;;;
;Романова;0.000498588;1;p://www.hse.ru/org/persons/34959567;экономика;0.001602548;2;;;;;;;
;Ковтун;0.000408158;1;p://www.hse.ru/org/persons/140380;право;0.001140364;2;;;;;;;
;Панченко;0.000403814;4;p://www.hse.ru/org/persons/201866;рынок;0.000693174;2;;;;;;;
;Вайсблат;0.000400779;2;p://www.hse.ru/org/persons/201761;развитие;0.000643096;2;;;;;;;
;Макарейко;0.000249829;2;p://www.hse.ru/org/persons/437342;риск-менеджмент;0.000588704;2;;;;;;;
;Захаров;0.000240021;2;p://www.hse.ru/org/persons/445221;пособие;0.000475684;2;;;;;;;
;Михеева;0.000225296;1;p://www.hse.ru/org/persons/201844;юриспруденция;0.000468;2;;;;;;;
;Лапидус;0.000225211;2;p://www.hse.ru/org/persons/201704;бизнес-информатика;0.000421577;3;;;;;;;
;Удалова;0.000219055;2;p://www.hse.ru/org/persons/36170051;текст;0.000417843;1;;;;;;;
;Голованова;0.000206746;2;p://www.hse.ru/org/persons/189995;образование;0.000416954;4;;;;;;;
;;;;;;;;;;;;;;
20;Название статьи;О разрушении внутренних гравитационных волн с нелинейными источниками;;;;;;;;;;;;
;Автор;Корпусов;;Тематика;Математика;;;;;;;;;
;Романова;0.000578199;1;p://www.hse.ru/org/persons/34959567;право;0.00142996;2;;;;;;;
;Панченко;0.000516093;4;p://www.hse.ru/org/persons/201866;экономика;0.000883152;2;;;;;;;
;Вайсблат;0.000431272;2;p://www.hse.ru/org/persons/201761;текст;0.000485952;1;;;;;;;
;Лапидус;0.000399125;2;p://www.hse.ru/org/persons/201704;литература;0.000452566;1;;;;;;;
;Ковтун;0.000380914;1;p://www.hse.ru/org/persons/140380;образ;0.000447065;2;;;;;;;
;Макарейко;0.000359337;2;p://www.hse.ru/org/persons/437342;перевод;0.000419413;2;;;;;;;
;Сибирцева;0.00033956;1;p://www.hse.ru/org/persons/201585;математика;0.000419047;10;;;;;;;
;Пелиновский;0.000313429;10;p://www.hse.ru/org/persons/25372803;рынок;0.000415001;2;;;;;;;
;Михеева;0.000290653;2;p://www.hse.ru/org/persons/201844;безопасность;0.000412914;2;;;;;;;
;Цветкова;0.0002749;1;p://www.hse.ru/org/persons/35038112;развитие;0.000403197;2;;;;;;;
;;;;;;;;;;;;;;
21;Название статьи;Гармонический анализ на локальных полях и пространствах аделей;;;;;;;;;;;;
;Автор;Осипов. Паршин;;;;;;;;;;;;
;Романова;0.000534485;1;p://www.hse.ru/org/persons/34959567;право;0.001298822;2;;;;;;;
;Ковтун;0.000487513;1;p://www.hse.ru/org/persons/140380;экономика;0.001237571;2;;;;;;;
;Вайсблат;0.000457609;2;p://www.hse.ru/org/persons/201761;текст;0.000534001;2;;;;;;;
;Панченко;0.000391253;4;p://www.hse.ru/org/persons/201866;рынок;0.000498891;2;;;;;;;
;Лапидус;0.000292922;2;p://www.hse.ru/org/persons/201704;развитие;0.000491756;4;;;;;;;
;Захаров;0.000267456;2;p://www.hse.ru/org/persons/445221;образ;0.000491269;2;;;;;;;
;Макарейко;0.000249543;2;p://www.hse.ru/org/persons/437342;безопасность;0.000453741;2;;;;;;;
;Зусман;0.000231697;1;p://www.hse.ru/org/persons/26487692;психология;0.000420809;2;;;;;;;
;Цветкова;0.000221695;1;p://www.hse.ru/org/persons/35038112;дискурс;0.000397198;7;;;;;;;
;Радина;0.000205284;1;p://www.hse.ru/org/persons/62303992;риск-менеджмент;0.000370443;1;;;;;;;
;;;;;;;;;;;;;;
22;Название статьи;Об условиях обратимости разностных и дифференциальных операторов в весовых пространствах;;;;;;;;;;;;
;Автор;Бичегкуев;;;;;;;;;;;;
;Романова;0.000590057;1;p://www.hse.ru/org/persons/34959567;право;0.00147257;2;;;;;;;
;Вайсблат;0.000494717;2;p://www.hse.ru/org/persons/201761;экономика;0.000815872;2;;;;;;;
;Панченко;0.000487119;4;p://www.hse.ru/org/persons/201866;язык;0.000536569;2;;;;;;;
;Ковтун;0.000454178;1;p://www.hse.ru/org/persons/140380;текст;0.000507072;2;;;;;;;
;Макарейко;0.000314324;2;p://www.hse.ru/org/persons/437342;образ;0.000466495;2;;;;;;;
;Захаров;0.00030772;2;p://www.hse.ru/org/persons/445221;развитие;0.000446625;2;;;;;;;
;Городнова;0.000281502;2;p://www.hse.ru/org/persons/6863353;безопасность;0.000430859;2;;;;;;;
;Сибирцева;0.000252659;1;p://www.hse.ru/org/persons/201585;рынок;0.000415796;2;;;;;;;
;Михеева;0.000242182;1;p://www.hse.ru/org/persons/201844;психология;0.000399588;1;;;;;;;
;Сироткина;0.000238931;1;p://www.hse.ru/org/persons/201725;дискурс;0.000377168;7;;;;;;;
;;;;;;;;;;;;;;
23;Название статьи;Математические основы теории производства-потребления: определение вида. структуры и параметров моделей;;;;;;;;;;;;
;Автор;Ивлев;;;;;;;;;;;;
;Панченко;0.00049402;4;p://www.hse.ru/org/persons/201866;экономика;0.001434826;2;;;;;;;
;Вайсблат;0.000419368;2;p://www.hse.ru/org/persons/201761;право;0.001327533;2;;;;;;;
;Романова;0.000412739;1;p://www.hse.ru/org/persons/34959567;рынок;0.000713197;2;;;;;;;
;Гапонова;0.000324855;2;p://www.hse.ru/org/persons/24955025;риск-менеджмент;0.000708812;2;;;;;;;
;Захаров;0.000311016;2;p://www.hse.ru/org/persons/445221;развитие;0.000605712;2;;;;;;;
;Миркин;0.000309902;10;p://www.hse.ru/org/persons/3954058;пособие;0.000572733;3;;;;;;;
